##########################################################################################
# This license allows you to use SentiWordNet (ILs) only for research, non-profit purposes. 
# Any institution, be it academic or non-academic, is allowed to use 
# SentiWordNet (ILs) for any non-profit research project.
##########################################################################################
# Using SentiWordNet (ILs): Please cite the following references:
#
# 	1.	A. Das and B. Gambäck. Sentimantics: The Conceptual Spaces for Lexical Sentiment Polarity Representation with Contextuality, 
# 		In the 3rd Workshop on Computational Approaches to Subjectivity and Sentiment Analysis (WASSA), ACL 2012, Pages 38–46, Jeju, South Korea. 
# 
# 	2.	A. Das and S. Bandyopadhyay. Dr Sentiment Knows Everything! ACL/HLT 2011 Demo Session, Pages 50-55, June, Portland, Oregon, USA.
#
# 	3.	A. Das and S. Bandyopadhyay. SentiWordNet for Indian Languages, In the 8th Workshop on Asian Language Resources (ALR), 
# 		COLING 2010, Pages 56-63, August, Beijing, China. 
# 
# These papers are downloaded from 
#    http://amitavadas.com/Pub.html
##########################################################################################
# File Details: <Lang Codes: HN: Hindi, BN: Bengali, TA: Tamil, TE: Telugu. 
# Replace "Lang"  by appropriate language code>
#
#	1. Lang_POS.txt: This file contains a list of POSITIVE sentiment words.
# 	2. Lang_NEG.txt: This file contains a list of NEGATIVE sentiment words.
#	3. Lang_NEU.txt: This file contains a list of NEUTRAL sentiment words.
#	4. Lang_AMBI.txt: This file contains a list of AMBIGUOUS sentiment words.
#
#	Note:	Positive, Negative, and Neutral are self-explanatory. There are many words, change polararity with context:
#			For Example:	Long could be positive or negative based on context
#							
#							Long live	<positive>
#							Long road	<negative>
#							Long drive	<positive>
#							Long queue	<negative>
#			These word are marked as ambiguous. For detailes please refer to the following paper:
#
#			A. Das and B. Gambäck. Sentimantics: The Conceptual Spaces for Lexical Sentiment Polarity Representation with Contextuality, 
# 			In the 3rd Workshop on Computational Approaches to Subjectivity and Sentiment Analysis (WASSA), ACL 2012, Pages 38–46, Jeju, South Korea. 
#
#	Lexicons are marked with POS categories:
#	a: Adjective
#	n: Noun
#	r: Adverb
#	v: Verb
#	u: unknown
##########################################################################################
# It is important for us to have feedback on research projects involving SentiWordNet (ILs): 
# we kindly ask you to give us any kind of comments and feedback.
#
# DR. AMITAVA DAS
# INDIAN INSTITUTE OF INFORMATION TECHNOLOGY (IIITS)
# SRI CITY, AP, INDIA
# Web Page: http://www.amitavadas.com/
# E-MAIL: amitava.santu@gmail.com
##############################################################################
a	অধরা	
a	উপযোগ	
a	একই	
a	চমত্কার	
a	দীর্ঘ	
a	পুরু	
a	ফ্যানাটিক	
a	বাস্তব_বা_কাল্পনিক_অবিচারপ্রসূত	
a	রহস্যপূর্ণ	
a	সংবেদনশীল	
a	সোনালী	
n	আলোকচ্ছটা	
n	কুড়ান	
n	তাপ	
n	শুরু	
n	সুগ্রাহিতা	
n	হৃদয়	
v	উত্তর	
v	খুলিয়া_ফেলা	
v	চাষ_করা	
v	চাহিদা	
v	ধাক্কা	
a	অকপট
a	অকাট্য
a	অকুণ্ঠ
a	অক্ষত
a	অগভীর
a	অগ্রহণীয়
a	অটল
a	অত্যন্ত
a	অত্যাচারী
a	অত্যাশ্চর্য
a	অদম্য
a	অদরকারী
a	অদৃঢ়
a	অদ্ভুত
a	অনগ্রসর
a	অনন্ত
a	অনপনেয়
a	অনমনীয়
a	অনাক্রম্য
a	অনাহত
a	অনিবার্য
a	অনির্বচনীয়
a	অনুতপ্ত
a	অনুপম
a	অন্তর্নিহিত
a	অপরাজেয়
a	অপরিবর্তনীয়
a	অপরিমেয়
a	অবাধ
a	অবিচ্ছেদ্য
a	অবিরাম
a	অবিশ্বাস্য
a	অব্যর্থ
a	অভিমানী
a	অভেদ্য
a	অমিতব্যয়ী
a	অলক্ষ্য
a	অসংযত
a	অসন্দিগ্ধচরিত্র
a	অসময়ে
a	অসম্ভব
a	অসুস্থ_ব্যবহৃত
a	অস্পষ্ট
a	অহিংস
a	আকস্মিক
a	আগ্রহী
a	আঠাল
a	আদিম
a	আনন্দবাদী
a	আনন্দে_আত্মহারা
a	আবেগপূর্ণ
a	আবেগপ্রবণ
a	আমুদে
a	আসীন
a	আস্ত
a	উত্তেজনাপূর্ণ
a	উত্তেজিত
a	উদীয়মান
a	উদ্দেশ্যহীন
a	উদ্ভট
a	একচেটিয়া
a	একটানা
a	ঐন্দ্রজালিক
a	কঠিনীভূত
a	কল্পিত
a	কামুক
a	কারামুক্ত
a	কার্যক্ষম
a	কাল্পনিক
a	কৃপালু
a	ক্লান্ত
a	ক্লান্তিকর
a	ক্ষুধিত
a	খাঁটি
a	খামখেয়ালী
a	খালি
a	খুঁতখুঁতে
a	খোলা
a	গরম
a	গৌণ
a	ঘন
a	ঘূর্ণায়মান
a	চটকদার
a	চর্বি
a	চিন্তাশীল
a	চিন্তাহীন
a	চ্যালেঞ্জিং
a	ছাঁকা
a	জাগতিক
a	ঝলসিত
a	ঝাল
a	টলটলায়মান
a	ঠালা
a	ঢেঙ্গা
a	তথ্য
a	তপ্ত
a	তরল
a	তীব্র
a	ত্রুটিপূর্ণ
a	থামা
a	দায়ী
a	দু:সাহসী
a	দুঃখিত
a	দুর্দান্ত
a	দুর্লভ
a	দ্রুত
a	দ্রুতগতি
a	দ্রুতগামী
a	ধনী
a	ধর্মসম্মত
a	নড়বড়ে
a	নমনীয়
a	নমিত
a	নাছোড়বান্দা
a	নাতিশীতোষ্ণ
a	নিয়মানুগ
a	নিরানন্দ
a	নিরাপদ
a	নিরুদ্বেগ
a	নির্জীব
a	নির্দিষ্ট
a	নির্বিবাদ
a	নির্লিপ্ত
a	নিশ্ছিদ্র
a	নিষেধ_করা
a	পরম
a	পরিত্যক্ত
a	পরিপূর্ণ
a	পরোক্ষ
a	পলাতক
a	পাকান
a	পাণ্ডিত্যপূর্ণ
a	পাতলা
a	পুনর্নবীকরণযোগ্য
