अकार्बनिक|-1.0|-1.0|-1
अघुलनशील|-1.0|-1.0|-1
अनुज्ञा|-1.0|-1.0|-1
अलापते|-1.0|-1.0|-1
अश्‍लील|-1.0|-1.0|-1
असमाजिक|-1.0|-1.0|-1
आइज|-1.0|-1.0|-1
आड़ा|-1.0|-1.0|-1
आन्दोलनकारियों|-1.0|-1.0|-1
आरी|-1.0|-1.0|-1
आर्दश|-1.0|-1.0|-1
इनसाईडर|-1.0|-1.0|-1
उचाना|-1.0|-1.0|-1
उतार-चढाव|-1.0|-1.0|-1
उत्तरबंग|-1.0|-1.0|-1
उल्टे-सीधे|-1.0|-1.0|-1
एओपी|-1.0|-1.0|-1
एमआइएस|-1.0|-1.0|-1
एसकेटी|-1.0|-1.0|-1
कटकर|-1.0|-1.0|-1
कथारा|-1.0|-1.0|-1
करोड़वें|-1.0|-1.0|-1
कर्वी|-1.0|-1.0|-1
कांड-|-1.0|-1.0|-1
किशनगढ़|-1.0|-1.0|-1
कुंभलगढ़|-1.0|-1.0|-1
कुकडु|-1.0|-1.0|-1
कुढ़नी|-1.0|-1.0|-1
कुम्भलगढ|-1.0|-1.0|-1
कुलांचे|-1.0|-1.0|-1
कैसल|-1.0|-1.0|-1
कॉलोनीवासी|-1.0|-1.0|-1
कौनसी|-1.0|-1.0|-1
क्रुरता|-1.0|-1.0|-1
क्रूरतापूर्ण|-1.0|-1.0|-1
खटमल|-1.0|-1.0|-1
खाजूवाला|-1.0|-1.0|-1
खुल्लम-खुल्ला|-1.0|-1.0|-1
गगनभेदी|-1.0|-1.0|-1
गर्मागर्म|-1.0|-1.0|-1
गर्वित|-1.0|-1.0|-1
गवाने|-1.0|-1.0|-1
ग़ैर-इरादतन|-1.0|-1.0|-1
गालों|-1.0|-1.0|-1
गुस्‍साई|-1.0|-1.0|-1
गूंजे|-1.0|-1.0|-1
घटेंगे|-1.0|-1.0|-1
घूंसा|-1.0|-1.0|-1
घृणास्पद|-1.0|-1.0|-1
चर्मरोग|-1.0|-1.0|-1
चा|-1.0|-1.0|-1
चीखें|-1.0|-1.0|-1
चुन-चुनकर|-1.0|-1.0|-1
चोली|-1.0|-1.0|-1
चौडा|-1.0|-1.0|-1
छप्पन|-1.0|-1.0|-1
छिपकर|-1.0|-1.0|-1
जेफ्री|-1.0|-1.0|-1
जोडऩा|-1.0|-1.0|-1
टाइपिस्ट|-1.0|-1.0|-1
टूटी-फूटी|-1.0|-1.0|-1
ट्यूनिशियाई|-1.0|-1.0|-1
ट्रैवल्स|-1.0|-1.0|-1
ड़ी|-1.0|-1.0|-1
डिस्‍पले|-1.0|-1.0|-1
डोर-टू-डोर|-1.0|-1.0|-1
तकरारबाजी|-1.0|-1.0|-1
दरिद्र|-1.0|-1.0|-1
दुर्जन|-1.0|-1.0|-1
धूर्तता|-1.0|-1.0|-1
नज्म|-1.0|-1.0|-1
नागासाकी|-1.0|-1.0|-1
नाशक|-1.0|-1.0|-1
निर्लज्जता|-1.0|-1.0|-1
पद्मसी|-1.0|-1.0|-1
पव्वे|-1.0|-1.0|-1
पाकिस्तान-अफ़ग़ानिस्तान|-1.0|-1.0|-1
पाहड़ा|-1.0|-1.0|-1
पुनस्र्थापन|-1.0|-1.0|-1
पुर्नवास|-1.0|-1.0|-1
पेक्टिन|-1.0|-1.0|-1
प्रतिक्रया|-1.0|-1.0|-1
प्रोग्रामर|-1.0|-1.0|-1
फ़रजी|-1.0|-1.0|-1
फ़ैलाने|-1.0|-1.0|-1
फाइनेंशल|-1.0|-1.0|-1
फुसफुसाते|-1.0|-1.0|-1
बटर|-1.0|-1.0|-1
बयानी|-1.0|-1.0|-1
बहादुरगढ़|-1.0|-1.0|-1
बामरा|-1.0|-1.0|-1
बि|-1.0|-1.0|-1
बिगड|-1.0|-1.0|-1
बिछे|-1.0|-1.0|-1
बिठाई|-1.0|-1.0|-1
बेदर्द|-1.0|-1.0|-1
बैठककर|-1.0|-1.0|-1
भटकी|-1.0|-1.0|-1
भटटू|-1.0|-1.0|-1
भटठा|-1.0|-1.0|-1
भडकाने|-1.0|-1.0|-1
भयावहता|-1.0|-1.0|-1
मज़हर|-1.0|-1.0|-1
महत्वहीन|-1.0|-1.0|-1
महिला-पुरूष|-1.0|-1.0|-1
मिडकैप|-1.0|-0.5|-1
मितव्ययता|-1.0|-1.0|-1
मुख्तयार|-1.0|-1.0|-1
मुबंई|-1.0|-1.0|-1
मैनजमेंट|-1.0|-1.0|-1
यादव-|-1.0|-1.0|-1
रजवार|-1.0|-1.0|-1
रायसिंहनगर|-1.0|-1.0|-1
राहतगढ़|-1.0|-1.0|-1
रेगर|-1.0|-1.0|-1
रेहड़ा|-1.0|-1.0|-1
लंगडा|-1.0|-1.0|-1
लहरागागा|-1.0|-1.0|-1
लहुलुहान|-1.0|-1.0|-1
लागी|-1.0|-1.0|-1
लाठी-भाटा|-1.0|-1.0|-1
लीसेस्टर|-1.0|-1.0|-1
वंशवादी|-1.0|-1.0|-1
वंशावली|-1.0|-1.0|-1
वाइज|-1.0|-1.0|-1
वात|-1.0|-1.0|-1
विकल|-1.0|-1.0|-1
विनाशक|-1.0|-1.0|-1
विरोधी’|-1.0|-1.0|-1
विश्वेंद्र|-1.0|-1.0|-1
विषमताओं|-1.0|-1.0|-1
वेस्टेज|-1.0|-1.0|-1
व्यपारियों|-1.0|-1.0|-1
शक्तिहीन|-1.0|-1.0|-1
शराबी|-1.0|-0.25|-1
शानो-शौकत|-1.0|-1.0|-1
शोर्द|-1.0|-1.0|-1
श्श्केंद्र|-1.0|-1.0|-1
संताली|-1.0|-1.0|-1
सनक|-1.0|-1.0|-1
समझौतावादी|-1.0|-1.0|-1
समूल|-1.0|-1.0|-1
सहमती|-1.0|-1.0|-1
सहोदर|-1.0|-1.0|-1
साधकों|-1.0|-1.0|-1
साबू|-1.0|-1.0|-1
सालकिन|-1.0|-1.0|-1
सिन्थेटिक|-1.0|-1.0|-1
सुधरती|-1.0|-1.0|-1
सुधरेगी|-1.0|-1.0|-1
सुपरवाईजर|-1.0|-1.0|-1
सूरजमुखी|-1.0|-1.0|-1
सेल्‍स|-1.0|-1.0|-1
स्‍वर|-1.0|-1.0|-1
हथियाई|-1.0|-1.0|-1
हस्तनिर्मित|-1.0|-1.0|-1
हिस्टीरिया|-1.0|-1.0|-1
हेना|-1.0|-1.0|-1
हैरानगी|-1.0|-1.0|-1
हैल्पलाइन|-1.0|-1.0|-1
‘लोकपाल|-1.0|-1.0|-1
मुसीबतें|-0.875|-1.0|-1
जूझती|-0.8571428571428571|-1.0|-1
इयर|-0.8333333333333334|-1.0|-1
एसोसिएट|-0.8333333333333334|-1.0|-1
करतूत|-0.8|-1.0|-1
गुप्तांग|-0.8|-1.0|-1
तनुश्री|-0.8|-1.0|-1
दंडनीय|-0.8|-1.0|-1
धनशोधन|-0.8|-1.0|-1
प़डे|-0.8|-1.0|-1
बास्केट|-0.8|-1.0|-1
भुगतनी|-0.7777777777777778|-1.0|-1
Discussion|-0.75|-1.0|-1
कल्ला|-0.75|-1.0|-1
गंवानी|-0.75|-0.3333333333333333|-1
गुर्गे|-0.75|-1.0|-1
छेड़खानी|-0.75|-1.0|-1
ठहराकर|-0.75|-1.0|-1
नेचरल|-0.75|-1.0|-1
बर्बरतापूर्ण|-0.75|-1.0|-1
मूंगफली|-0.75|-1.0|-1
रिजॉर्ट|-0.75|-1.0|-1
रिफाइनरियों|-0.75|-1.0|-1
विद्रोहों|-0.75|-1.0|-1
श्श्कमजोरश्श्|-0.75|-1.0|-1
ो|-0.75|-1.0|-1
चेरनोबिल|-0.7142857142857143|-1.0|-1
सौम्या|-0.7142857142857143|-1.0|-1
इकलौते|-0.7|-1.0|-1
गुस्साई|-0.7|-1.0|-1
बिगडऩे|-0.7|-1.0|-1
अक्षम्य|-0.6666666666666666|-1.0|-1
अवचेतन|-0.6666666666666666|-1.0|-1
असंतुष्टि|-0.6666666666666666|-1.0|-1
असिस्टेंट|-0.6666666666666666|-1.0|-1
आंशका|-0.6666666666666666|-1.0|-1
आपदाएं|-0.6666666666666666|-1.0|-1
उठवाने|-0.6666666666666666|-1.0|-1
छोटे-बड़े|-0.6666666666666666|-1.0|-1
दाँव|-0.6666666666666666|-1.0|-1
दुगुनी|-0.6666666666666666|-1.0|-1
धमक|-0.6666666666666666|-1.0|-1
निकम्मेपन|-0.6666666666666666|-1.0|-1
नोंकझोंक|-0.6666666666666666|-1.0|-1
पासिंग|-0.6666666666666666|-1.0|-1
पैराग्राफ|-0.6666666666666666|-1.0|-1
फ्लोराइड|-0.6666666666666666|-1.0|-1
बनायेंगे|-0.6666666666666666|-1.0|-1
बोने|-0.6666666666666666|-1.0|-1
माफिक|-0.6666666666666666|-1.0|-1
मालियान|-0.6666666666666666|-1.0|-1
मिचौली|-0.6666666666666666|-1.0|-1
रामनाथ|-0.6666666666666666|-1.0|-1
रूबी|-0.6666666666666666|-1.0|-1
लांडरिंग|-0.6666666666666666|-1.0|-1
वेश्यावृति|-0.6666666666666666|-1.0|-1
संबध|-0.6666666666666666|-1.0|-1
सनबर्न|-0.6666666666666666|-1.0|-1
सब्र|-0.6666666666666666|-1.0|-1
सीएच|-0.6666666666666666|-1.0|-1
स्मॉलकैप|-0.6666666666666666|-0.5|-1
बो|-0.6470588235294118|-1.0|-1
भड़के|-0.6451612903225806|-1.0|-1
अपंग|-0.625|-1.0|-1
कंपोनेंट|-0.625|-1.0|-1
गोरे|-0.625|-1.0|-1
दालचीनी|-0.625|-1.0|-1
षड़यंत्र|-0.625|-0.6666666666666666|-1
जर्जर|-0.6086956521739131|-0.5555555555555556|-1
Stories|-0.6|-1.0|-1
अधिगृहीत|-0.6|-1.0|-1
अपात्र|-0.6|-1.0|-1
अव्यवस्थित|-0.6|-1.0|-1
कायरतापूर्ण|-0.6|-1.0|-1
कोइ|-0.6|-1.0|-1
घुलनशील|-0.6|-1.0|-1
डवलपमेंट|-0.6|-1.0|-1
दमनकारी|-0.6|-1.0|-1
देवल|-0.6|-1.0|-1
नि:शक्त|-0.6|-1.0|-1
पंहुचा|-0.6|-1.0|-1
फोड़|-0.6|-1.0|-1
बरसाई|-0.6|-1.0|-1
रिजवानुर|-0.6|-1.0|-1
संवेदनाएं|-0.6|-1.0|-1
धमकाने|-0.5882352941176471|-1.0|-1
उत्पात|-0.5833333333333334|-1.0|-1
एमएलए|-0.5833333333333334|-1.0|-1
मवेशी|-0.5833333333333334|-0.14285714285714285|-1
मारे|-0.5783132530120482|-0.42857142857142855|-1
चुकाई|-0.5714285714285714|-1.0|-1
ढोंग|-0.5714285714285714|-1.0|-1
दुरूख|-0.5714285714285714|-1.0|-1
नागा|-0.5714285714285714|-1.0|-1
पिता-पुत्र|-0.5714285714285714|-1.0|-1
बेरहमी|-0.5714285714285714|-1.0|-1
महोदय|-0.5714285714285714|-1.0|-1
सश्रम|-0.5714285714285714|-1.0|-1
हड़कंप|-0.5714285714285714|-1.0|-1
उदासीनता|-0.5666666666666667|-0.6|-1
नौकर|-0.5625|-1.0|-1
रुख़|-0.56|-1.0|-1
विकार|-0.56|-1.0|-1
ओवरलोड|-0.5555555555555556|-1.0|-1
घबराई|-0.5555555555555556|-1.0|-1
निकम|-0.5555555555555556|-1.0|-1
मंदा|-0.5555555555555556|-1.0|-1
रिश्वतखोरी|-0.5555555555555556|-1.0|-1
विसंगतियों|-0.5555555555555556|-1.0|-1
हांसी|-0.5555555555555556|-1.0|-1
मलबे|-0.5483870967741935|-1.0|-1
फैला|-0.5476190476190477|-0.3333333333333333|-1
भड़का|-0.5454545454545454|-1.0|-1
भुखमरी|-0.5384615384615384|-1.0|-1
आरोप-प्रत्यारोप|-0.5333333333333333|-1.0|-1
शिकार|-0.5328947368421053|-0.5714285714285714|-1
षडयंत्र|-0.53125|-0.8|-1
पश्चिमोत्तर|-0.5294117647058824|-1.0|-1
थानान्तर्गत|-0.5238095238095238|-0.3333333333333333|-1
प्रताड़ना|-0.5238095238095238|-1.0|-1
संगीन|-0.52|-1.0|-1
