अंग्रेज़|-1.0|-1.0|-1
अक्षम्य|-1.0|-1.6666666666666667|-1
अतरंग|-1.0|-0.6666666666666666|-1
अतिथिगृह|-1.0|-1.0|-1
अनचाहा|-1.0|-2.0|-1
अनाप-शनाप|-1.0|-1.0|-1
अनिष्ट|-1.0|-1.0|-1
अनुज्ञा|-1.0|-1.0|-1
अपूर्णता|-1.0|-1.0|-1
अभेद्य|-1.0|-1.0|-1
अर्द्धनग्न|-1.0|-1.0|-1
अवचेतन|-1.0|-1.0|-1
असह्य|-1.0|-1.0|-1
असुर|-1.0|-1.0|-1
आईएसओ|-1.0|-1.0|-1
आग्रहों|-1.0|-0.5|-1
आठों|-1.0|-1.0|-1
आडम्बर|-1.0|-1.0|-1
आड़ी|-1.0|-1.0|-1
आन्दोलनकारियों|-1.0|-1.0|-1
आमदन|-1.0|-1.0|-1
आर्दश|-1.0|-1.0|-1
इरोड|-1.0|-1.0|-1
ई-प्रशासन|-1.0|-1.0|-1
उकेर|-1.0|-1.0|-1
उजले|-1.0|-1.0|-1
उठा-पटक|-1.0|-1.0|-1
उत्‍पीड़न|-1.0|-1.0|-1
उद्धत|-1.0|-1.0|-1
उन्हाेंने|-1.0|-1.0|-1
उपनिवेशी|-1.0|-1.0|-1
उपसचिव|-1.0|-1.0|-1
एक-|-1.0|-1.0|-1
एकरूप|-1.0|-1.0|-1
एकाधिक|-1.0|-2.0|-1
एक्सेटर|-1.0|-1.0|-1
एनिमेटेड|-1.0|-1.0|-1
एमआइएस|-1.0|-1.0|-1
एसिडिटी|-1.0|-1.0|-1
एस्बेस्टस|-1.0|-1.0|-1
ऑर्थोडॉक्स|-1.0|-1.0|-1
ऑस्बॉर्न|-1.0|-1.0|-1
कत्यूरी|-1.0|-1.0|-1
कथारा|-1.0|-1.0|-1
कनाडियन|-1.0|-1.0|-1
कराहते|-1.0|-1.0|-1
करुणामयी|-1.0|-1.6666666666666667|-1
करोड़वें|-1.0|-1.0|-1
कलसी|-1.0|-1.0|-1
कल्चुरी|-1.0|-1.0|-1
कांपती|-1.0|-1.0|-1
काए|-1.0|-1.0|-1
कायराना|-1.0|-1.6666666666666667|-1
कार्पेट|-1.0|-1.0|-1
कीटोन|-1.0|-1.0|-1
कुएँ|-1.0|-1.0|-1
कुकडु|-1.0|-1.0|-1
केे|-1.0|-1.0|-1
कैचमेंट|-1.0|-1.0|-1
कैराना|-1.0|-1.0|-1
कोड़े|-1.0|-1.0|-1
कौवा|-1.0|-2.0|-1
क्रुरता|-1.0|-1.0|-1
खरवार|-1.0|-1.0|-1
ख़रीदे|-1.0|-1.0|-1
खानाबदोश|-1.0|-1.0|-1
खालिस्तानी|-1.0|-1.0|-1
ख्यातनाम|-1.0|-1.0|-1
गड़बड़ाने|-1.0|-1.0|-1
गद्दारों|-1.0|-1.0|-1
गमजदा|-1.0|-1.0|-1
गाढ़े|-1.0|-1.0|-1
गुजारती|-1.0|-1.0|-1
गुजारी|-1.0|-1.0|-1
गुस्‍साई|-1.0|-1.0|-1
गैर-वित्तीय|-1.0|-1.0|-1
घाघ|-1.0|-1.0|-1
घुम्माण|-1.0|-1.0|-1
घूंसा|-1.0|-1.0|-1
घूसखोरी|-1.0|-1.0|-1
चंद्रभूषण|-1.0|-1.0|-1
चकते|-1.0|-1.0|-1
चरने|-1.0|-1.0|-1
चरागाह|-1.0|-1.0|-1
चलताऊ|-1.0|-1.0|-1
चारागाह|-1.0|-1.0|-1
चाशनी|-1.0|-1.0|-1
चिकित्साकर्मी|-1.0|-1.0|-1
चिड़चिड़े|-1.0|-2.0|-1
चिल्लाए|-1.0|-1.0|-1
चुनौतियाँ|-1.0|-1.0|-1
चुभता|-1.0|-1.0|-1
चोली|-1.0|-1.0|-1
चौंकाया|-1.0|-1.0|-1
छप्पन|-1.0|-1.0|-1
छेड़कर|-1.0|-1.0|-1
छोटे-बड़े|-1.0|-2.0|-1
जकड़न|-1.0|-1.0|-1
जड़ता|-1.0|-0.3333333333333333|-1
जनाक्रोश|-1.0|-1.0|-1
जलाते|-1.0|-1.0|-1
जिनेदिन|-1.0|-1.0|-1
जुड़ती|-1.0|-1.0|-1
जोहते|-1.0|-1.0|-1
झिना|-1.0|-1.0|-1
टटोल|-1.0|-1.0|-1
टाइपिस्ट|-1.0|-1.0|-1
टाना|-1.0|-1.0|-1
टूटी-फूटी|-1.0|-1.0|-1
ठहराकर|-1.0|-1.0|-1
डाऊ|-1.0|-1.0|-1
डा०|-1.0|-1.0|-1
डिम|-1.0|-1.0|-1
डोर-टू-डोर|-1.0|-1.0|-1
ड्रमों|-1.0|-1.0|-1
ड्रैगन|-1.0|-1.0|-1
ढूंढ़ता|-1.0|-1.0|-1
ढेले|-1.0|-1.0|-1
तंत्रो|-1.0|-1.0|-1
तनहा|-1.0|-1.0|-1
ताम्बे|-1.0|-1.0|-1
तिलिस्मी|-1.0|-1.0|-1
तीमारदारों|-1.0|-1.0|-1
तृण|-1.0|-1.0|-1
तैलीय|-1.0|-0.3333333333333333|-1
तोडऩे|-1.0|-1.0|-1
दर्दभरी|-1.0|-1.0|-1
दलदली|-1.0|-1.0|-1
दानदाता|-1.0|-1.0|-1
दालचीनी|-1.0|-1.0|-1
दूरदृष्टा|-1.0|-1.0|-1
दृष्टांत|-1.0|-1.0|-1
दृष्‍टि‍कोण|-1.0|-1.0|-1
दैहिक|-1.0|-1.0|-1
धू-धू|-1.0|-1.0|-1
नज़दीकी|-1.0|-1.0|-1
नलिका|-1.0|-1.0|-1
नहीं-|-1.0|-1.0|-1
नागासाकी|-1.0|-1.0|-1
नाशक|-1.0|-1.0|-1
निष्कपट|-1.0|-1.0|-1
नुमाईश|-1.0|-1.0|-1
नॉवल|-1.0|-1.0|-1
पंचिंग|-1.0|-1.0|-1
पंथी|-1.0|-1.0|-1
पकता|-1.0|-1.0|-1
पथरीली|-1.0|-1.0|-1
पराए|-1.0|-2.0|-1
पराये|-1.0|-2.0|-1
परित्यक्ता|-1.0|-2.0|-1
पर्त|-1.0|-1.0|-1
पहंुचकर|-1.0|-1.0|-1
पहचानी|-1.0|-1.0|-1
पांचो|-1.0|-1.0|-1
पिछड़ी|-1.0|-1.0|-1
पियर|-1.0|-1.0|-1
पीएनडीटी|-1.0|-1.0|-1
पुर्नवास|-1.0|-1.0|-1
पृथकतावादी|-1.0|-1.0|-1
पेशेवराना|-1.0|-1.0|-1
पोलैण्ड|-1.0|-1.0|-1
प्रचीन|-1.0|-1.0|-1
प्रतिगामी|-1.0|-1.0|-1
प्रवृत्तियां|-1.0|-1.0|-1
प्राच्य|-1.0|-1.0|-1
प्रॉस्टेट|-1.0|-1.0|-1
पढ़ता|-1.0|-2.0|-1
फाग|-1.0|-1.0|-1
फासिस्ट|-1.0|-1.0|-1
फासीवादी|-1.0|-0.5|-1
फिटनैस|-1.0|-1.0|-1
फुसफुसाते|-1.0|-1.0|-1
फेंकती|-1.0|-1.0|-1
फ्लड|-1.0|-1.0|-1
बंटता|-1.0|-1.0|-1
बख़ूबी|-1.0|-1.0|-1
बच्चाों|-1.0|-1.0|-1
बजाती|-1.0|-2.0|-1
बनिया|-1.0|-1.0|-1
बर्बरतापूर्ण|-1.0|-1.0|-1
बहशी|-1.0|-0.5|-1
बहुसांस्कृतिक|-1.0|-1.0|-1
बायोपिक|-1.0|-1.0|-1
बायोमेडिकल|-1.0|-1.0|-1
